covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0 Cu200;Farmland;7.36;2.47;%;;;Clay loam;;;;;;;;;;;;;;;;0;190.4552844;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.607604501;;;;g/plant;;0;1.106339788; ; ; ;;;;;;mg kg-1;6;shoot;;0.137944782;0.986887864;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0 Cu400;Farmland;7.41;2.23;%;;;Clay loam;;;;;;;;;;;;;;;;0;276.5915828;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.499904289;;;;g/plant;;0;1.068707058; ; ; ;;;;;;mg kg-1;6;shoot;;0.091298714;1.855148252;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0.2 Cu0;Farmland;7.42;2.39;%;;;Clay loam;;;;;;;;;;;;;;;;0.235422099;21.79053613;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.605357809;;;;g/plant;;0.249450251;0.158572767; ; ; ;;;;;;mg kg-1;6;shoot;;0.226253364;0.41222082;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0.2 Cu20;Farmland;7.51;2.51;%;;;Clay loam;;;;;;;;;;;;;;;;0.279309429;37.77808688;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.738628006;;;;g/plant;;0.288192128;0.379606496; ; ; ;;;;;;mg kg-1;6;shoot;;0.232432971;0.76284809;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0.2 Cu200;Farmland;7.34;2.38;%;;;Clay loam;;;;;;;;;;;;;;;;0.25140755;194.0674798;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.614223682;;;;g/plant;;0.125713439;1.426842598; ; ; ;;;;;;mg kg-1;6;shoot;;0.212299412;1.659470878;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd0.2 Cu400;Farmland;7.54;2.12;%;;;Clay loam;;;;;;;;;;;;;;;;0.177874475;324.2847331;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.523318255;;;;g/plant;;0.167222593;0.84189569; ; ; ;;;;;;mg kg-1;6;shoot;;0.379946178;1.573301734;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd2.0 Cu0;Farmland;7.4;2.08;%;;;Clay loam;;;;;;;;;;;;;;;;2.31730913;21.61231711;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.452068872;;;;g/plant;;1.408543968;0.198782011; ; ; ;;;;;;mg kg-1;6;shoot;;1.852486794;0.438419331;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd2.0 Cu20;Farmland;7.52;2.22;%;;;Clay loam;;;;;;;;;;;;;;;;1.679053661;38.61267355;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.604723093;;;;g/plant;;0.82306723;0.517567146; ; ; ;;;;;;mg kg-1;6;shoot;;1.160968803;0.75929313;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd2.0 Cu200;Farmland;7.27;2.26;%;;;Clay loam;;;;;;;;;;;;;;;;1.467173772;159.8146522;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.570065587;;;;g/plant;;0.604254688;0.780762024; ; ; ;;;;;;mg kg-1;6;shoot;;0.60879099;1.898426028;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd2.0 Cu400;Farmland;7.46;2.36;%;;;Clay loam;;;;;;;;;;;;;;;;1.80374018;295.6784059;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.498876654;;;;g/plant;;0.769302992;0.967442224; ; ; ;;;;;;mg kg-1;6;shoot;;1.181102362;1.58775342;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd20 Cu0;Farmland;7.38;2.04;%;;;Clay loam;;;;;;;;;;;;;;;;18.3289183;22.58165474;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.386290136;;;;g/plant;;3.394065179;0.186445971; ; ; ;;;;;;mg kg-1;6;shoot;;6.669590352;0.364847111;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd20 Cu20;Farmland;7.12;2.51;%;;;Clay loam;;;;;;;;;;;;;;;;17.99206125;35.96981578;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.404344278;;;;g/plant;;3.275467596;0.241021237; ; ; ;;;;;;mg kg-1;6;shoot;;5.953353932;0.584790953;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd20 Cu200;Farmland;7.35;2.08;%;;;Clay loam;;;;;;;;;;;;;;;;17.1654681;187.7081033;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.428362735;;;;g/plant;;3.871618116;0.477514054; ; ; ;;;;;;mg kg-1;6;shoot;;3.48390312;0.969654035;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2605;Hou;2018;China;Changchun;"44°0'11.8""N";"125°23'58""E";Humid continental;24;;;;Cd20 Cu400;Farmland;7.39;2.2;%;;;Clay loam;;;;;;;;;;;;;;;;19.28281377;312.2745095;;;;;;;;;mg kg-1;3;Total;Available EDTA;Pakchoi;Brassica rapa;;;;0.369052057;;;;g/plant;;2.47216663;1.663101187; ; ; ;;;;;;mg kg-1;6;shoot;;4.740954849;1.806074345;;;;;;;;;mg kg-1;6;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kerabu Hurbu;Calcareous;5.8;4.5;%;;;;;;;;;;;;0.02;%;Total;;;;;;3.1;;3.5;;;;47.1;;;mg kg;;DTPA extractable;;Oat;Avena sativa;;;;;;;;;;;3.9; ;38; ;;;184;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Akaki;Calcareous;8.9;3.4;%;;;;;;;;;;;;0.01;%;Total;;;;;;3.5;;2.8;;;;11.3;;;mg kg;;DTPA extractable;;Oat;Avena sativa;;;;;;;;;;;4.5; ;22; ;;;55;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Peacock park;Calcareous;7;3.4;%;;;;;;;;;;;;0.03;%;Total;;;;;;2.5;;9.9;;;;96.1;;;mg kg;;DTPA extractable;;Oat;Avena sativa;;;;;;;;;;;6.1; ;31; ;;;66;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kolfe;Calcareous;5.8;5;%;;;;;;;;;;;;0.06;%;Total;;;;;;3.3;;10.4;;;;147;;;mg kg;;DTPA extractable;;Oat;Avena sativa;;;;;;;;;;;4; ;27; ;;;114;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kerabu Hurbu;Calcareous;5.8;4.5;%;;;;;;;;;;;;0.02;%;Total;;;;;;3.1;;3.5;;;;47.1;;;mg kg;;DTPA extractable;;Setaria;Setaria sphacelata;cv. Kazungula;;;;;;;;;;8.5; ;47; ;;;455;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Akaki;Calcareous;8.9;3.4;%;;;;;;;;;;;;0.01;%;Total;;;;;;3.5;;2.8;;;;11.3;;;mg kg;;DTPA extractable;;Setaria;Setaria sphacelata;cv. Kazungula;;;;;;;;;;5.1; ;36; ;;;90;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Peacock park;Calcareous;7;3.4;%;;;;;;;;;;;;0.03;%;Total;;;;;;2.5;;9.9;;;;96.1;;;mg kg;;DTPA extractable;;Setaria;Setaria sphacelata;cv. Kazungula;;;;;;;;;;10.4; ;49; ;;;125;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kolfe;Calcareous;5.8;5;%;;;;;;;;;;;;0.06;%;Total;;;;;;3.3;;10.4;;;;147;;;mg kg;;DTPA extractable;;Setaria;Setaria sphacelata;cv. Kazungula;;;;;;;;;;10.4; ;50; ;;;207;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kerabu Hurbu;Calcareous;5.8;4.5;%;;;;;;;;;;;;0.02;%;Total;;;;;;3.1;;3.5;;;;47.1;;;mg kg;;DTPA extractable;;Rhodesgrass;Chloris  gayana;cv. Kallide;;;;;;;;;;8.5; ;50; ;;;278;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Akaki;Calcareous;8.9;3.4;%;;;;;;;;;;;;0.01;%;Total;;;;;;3.5;;2.8;;;;11.3;;;mg kg;;DTPA extractable;;Rhodesgrass;Chloris  gayana;cv. Kallide;;;;;;;;;;7.2; ;29; ;;;79;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Peacock park;Calcareous;7;3.4;%;;;;;;;;;;;;0.03;%;Total;;;;;;2.5;;9.9;;;;96.1;;;mg kg;;DTPA extractable;;Rhodesgrass;Chloris  gayana;cv. Kallide;;;;;;;;;;10.1; ;33; ;;;117;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;Itanna;2003;Ethiopia;Addis Ababa;9°3'N;38°43'E;Subtropical highland;;15;811;mm;Kolfe;Calcareous;5.8;5;%;;;;;;;;;;;;0.06;%;Total;;;;;;3.3;;10.4;;;;147;;;mg kg;;DTPA extractable;;Rhodesgrass;Chloris  gayana;cv. Kallide;;;;;;;;;;10; ;50; ;;;183;;;mg kg-1;3;shoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3287;Jasion;2013;Poland;Belchatow;;;Humid continental;;;;;;Argillaceous limestone;7.5;;;;;;;;;;;;;;;;;;;;;0.05;4.5;18;13;;16;4.8;70;7.6;;mg kg-1;3;Total;;Tansy;Tanacetum vulgare;;;;;;;;;;1.168161356;14.2451312;3.55087124;150.880684; ;1.585093636;1.305738397;152.4361352;1.864990511;;mg kg-1;5;leaves;;0.739234142;16.03967379;3.11875804;37.35123589;;1.215534794;1.074123514;40.37315975;3.055547035;;mg kg-1;5;roots;;0.540204619;8.27735484;1.589521693;57.64988302;;0.682584105;0.241937092;43.06172653;0.980685543;;mg kg-1;5;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2652;Javed;2021;Pakistan;Faisalabad;30.37N;69.34E;Humid subtropical;;;;;;Loam;7.5;;;;;;;;;;0.432;dSm-1;;;;;;12.21;mg kg-1;Available;;;109;;;;;;;;;mg kg-1;;Available;;Pea;Pisum sativum;;;;9;;;;g;;;31.7; ; ; ;;;;;;mg kg-1;4;leaves;;;16.7;;;;;;;;;mg kg-1;4;roots;;;22.1;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2652;Javed;2021;Pakistan;Faisalabad;30.37N;69.34E;Humid subtropical;;;;;;Loam;7.5;;;;;;;;;;0.432;dSm-1;;;;;;12.21;mg kg-1;Available;;;2109;;;;;;;;;mg kg-1;;Available;;Pea;Pisum sativum;;;;8;;;;g;;;145.2; ; ; ;;;;;;mg kg-1;4;leaves;;;61.3;;;;;;;;;mg kg-1;4;roots;;;82.7;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6382;Johansson;2005;Cyprus;Skouriotissa;;;Mediterranean;;;;;Mine waste;Dry, rocky soil;6.5;;;1.95;g kg-1;;;;;;;;;;0.15;g kg dw-1;Total;0.21;g kg dw-1;Total;;;787;;;;;;;;;mg kg-1;;Total;;Turpentine tree;Pistacia terebinthus;;;;;;;;;;;8.37; ; ; ;;;;;;mg kg-1;4;leaves;;;;;;;;;;;;;;;;;13.4;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6382;Johansson;2005;Cyprus;Skouriotissa;;;Mediterranean;;;;;Mine waste;Dry, rocky soil;6.5;;;1.95;g kg-1;;;;;;;;;;0.15;g kg dw-1;Total;0.21;g kg dw-1;Total;;;787;;;;;;;;;mg kg-1;;Total;;Greek Rock Rose;Cistus creticus;;;;;;;;;;;44.7; ; ; ;;;;;;mg kg-1;4;leaves;;;;;;;;;;;;;;;;;17.1;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6382;Johansson;2005;Cyprus;Skouriotissa;;;Mediterranean;;;;;Mine waste;Dry, rocky soil;6.5;;;1.95;g kg-1;;;;;;;;;;0.15;g kg dw-1;Total;0.21;g kg dw-1;Total;;;787;;;;;;;;;mg kg-1;;Total;;Turkish Pine;Pinus brutia;;;;;;;;;;;17.1; ; ; ;;;;;;mg kg-1;4;leaves;;;;;;;;;;;;;;;;;13.9;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6382;Johansson;2005;Cyprus;Skouriotissa;;;Mediterranean;;;;;Mine waste;Dry, rocky soil;6.5;;;1.95;g kg-1;;;;;;;;;;0.15;g kg dw-1;Total;0.21;g kg dw-1;Total;;;787;;;;;;;;;mg kg-1;;Total;;Cyprus Meadow Sage;Bosea cypria;;;;;;;;;;;36.8; ; ; ;;;;;;mg kg-1;4;leaves;;;;;;;;;;;;;;;;;11.8;;;;;;;;;mg kg-1;4;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;Kalcalkova;2009;Czech Republic;Hradec Kralove;;;Humid continental;;;;;Plot 4;Waste incineration plant ;8.21;;;1.6;%;;;;;;;;;;;;;118;mg/kg;Available;;1.55;18.3;;289;;;;;;0.522;mg/kg;;Total;;Willow;Salix smithiana;;;;;;;;;;1.73;12.8; ;242; ;;;;;0.83;mg kg;;leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;Kalcalkova;2009;Czech Republic;Hradec Kralove;;;Humid continental;;;;;Plot 5;Waste incineration plant ;6.66;;;7;%;;;;;;;;;;;;;1042;mg/kg;Available;;6.8;212;;1160;;;;;;11.9;mg/kg;;Total;;Willow;Salix smithiana;;;;;;;;;;1.5;12.6; ;268; ;;;;;0.99;mg kg;;leaves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;Kalcalkova;2009;Czech Republic;Hradec Kralove;;;Humid continental;;;;;Plot 4;Waste incineration plant ;8.21;;;1.6;%;;;;;;;;;;;;;118;mg/kg;Available;;1.55;18.3;;289;;;;;;0.522;mg/kg;;Total;;Maize;Zea mays;;;;;;;;;;0.13;7.75; ;57.5; ;;;;;0.16;mg kg;;leaves;;0.48;14.6;;69.7;;;;;;1.34;mg kg;;roots;;0.18;6.96;;107;;;;;;0.05;mg kg;;stalks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;Kalcalkova;2009;Czech Republic;Hradec Kralove;;;Humid continental;;;;;Plot 5;Waste incineration plant ;6.66;;;7;%;;;;;;;;;;;;;1042;mg/kg;Available;;6.8;212;;1160;;;;;;11.9;mg/kg;;Total;;Maize;Zea mays;;;;;;;;;;0.22;9.38; ;103; ;;;;;0.35;mg kg;;leaves;;0.47;15.8;;108;;;;;;7.39;mg kg;;roots;;0.23;7.08;;180;;;;;;0.25;mg kg;;stalks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Background zone (B);Mine rock and tailings;6.22;8.53;%;;;;;;;;;;;;;;;;;;9.179362725;;34.1900777;18.46536577;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;;;5.74466531;1.05527382;16.4423185; ;;;;;;mg kg;3;Unwashed leaves;;;6.7021704;;39.80773929;;;;;;;mg kg;3;roots;0;;5.744665309;1.231150553;15.5769472;;;;;;;mg kg;3;Washed leaves;;;5.744665309;0.703513643;23.3654208;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Traffic zone (TR);;7.82;8.89;%;;;;;;;;;;;;;;;;;;7.827363564;0.598781107;336.2791393;51.32829309;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;1.28665836;;10.5318986;1.23115055;19.0384984; ;;;;;;mg kg;3;Unwashed leaves;;;10.53189857;;26.82697196;;;;;;;mg kg;3;roots;0;;8.617034487;1.05527382;19.03849836;;;;;;;mg kg;3;Washed leaves;;;7.659602444;0.351753467;19.03849836;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Tourist zone (T1);;6.04;10.54;%;;;;;;;;;;;;;;;;;;75.40110557;1.899456278;640.4393305;70.68939756;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;1.626042932;;32.5532008;3.69346508;39.8077393; ;;;;;;mg kg;3;Unwashed leaves;;;12.44683571;;19.90386964;;;;;;;mg kg;3;roots;1.296153179;;23.93616633;3.869341811;35.48081684;;;;;;;mg kg;3;Washed leaves;;;13.40426775;2.814067992;30.28845709;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Tourist zone (T2);;6.66;11.97;%;;;;;;;;;;;;;;;;;;78.49085434;2.158515819;826.7095039;111.7701112;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;2.099900636;;25.8511035;3.86934181;32.884637; ;;;;;;mg kg;3;Unwashed leaves;;0.300559701;49.78726979;3.341704902;75.28849011;;;;;;;mg kg;3;roots;1.661151681;;19.14893306;3.341704902;27.69234324;;;;;;;mg kg;3;Washed leaves;;;6.7021704;1.934670906;30.28845709;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Industrial zone (I1);;7.6;5.7;%;;;;;;;;;;;;;;;;;;33.06592962;0.719706928;375.9922295;26.95433899;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;2.86346072;0.260870647;38.2978661;5.10049907;48.4615842; ;;;;;;mg kg;3;Unwashed leaves;;0.219402985;30.63833673;1.231150553;50.19232674;;;;;;;mg kg;3;roots;1.503051906;;23.93616633;2.814067992;33.75000825;;;;;;;mg kg;3;Washed leaves;;;11.48940367;2.638191258;27.69234324;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Industrial zone (I2);;5.17;6.93;%;;;;;;;;;;;;;;;;;;23.89780235;0.432012368;136.1356844;34.58866244;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;;;27.7659675;1.407034;22.5000495; ;;;;;;mg kg;3;Unwashed leaves;;0.727139303;24.89359837;2.462307815;65.76927394;;;;;;;mg kg;3;roots;0;;16.27663693;1.231150553;19.90386964;;;;;;;mg kg;3;Washed leaves;;0.372748756;14.3616998;2.989944725;57.11542905;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Industrial zone (I3);;7.53;11.52;%;;;;;;;;;;;;;;;;;;32.38805747;3.311713919;214.6742379;83.16399713;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;;;15.3191318;2.46230782;32.884637; ;;;;;;mg kg;3;Unwashed leaves;;;12.44683571;;57.98080034;;;;;;;mg kg;3;roots;0;;23.93616633;1.407033996;27.69234324;;;;;;;mg kg;3;Washed leaves;9.545825907;;14.3616998;1.934670906;41.53848185;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Urban-Industrial zone (U1);;6.81;6.73;%;;;;;;;;;;;;;;;;;;88.26944107;1.975883548;973.3323371;69.77722328;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;5.397694115;0.24108209;91.9148641;6.1557796;74.4231188; ;;;;;;mg kg;3;Unwashed leaves;2.541520117;;68.93620285;2.638191258;52.78850661;;;;;;;mg kg;3;roots;4.434742836;;56.48936714;4.572862164;62.30772278;;;;;;;mg kg;3;Washed leaves;1.760957683;0.362860697;51.70213388;6.155779602;57.11542905;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Urban zone (U);;7.42;14.58;%;;;;;;;;;;;;;;;;;;49.61200246;4.057636005;2043.153019;509.5602737;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;3.062410296;;41.1702353;5.97989616;43.2692244; ;;;;;;mg kg;3;Unwashed leaves;;;28.72339959;2.814067992;54.51924918;;;;;;;mg kg;3;roots;2.416320994;;28.72339959;4.39698543;35.48081684;;;;;;;mg kg;3;Washed leaves;;;17.23406897;2.989944725;34.61537954;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
102;Kalinovic;2019;Serbia;Bor;44°07'N;22°10'E;Moderately continental;;;;;Suburban zone (SU);;5.82;7.03;%;;;;;;;;;;;;;;;;;;60.79527524;0.470394049;504.4022714;39.02626703;;;;;;;;mg kg;3;Total;;Dog rose;Rosa canina;;;;;;;;;2.216267369;;58.4042312;8.09045051;56.2499917; ;;;;;;mg kg;3;Unwashed leaves;;;6.7021704;;20.76924093;;;;;;;mg kg;3;roots;1.667996782;;39.25529817;2.638191258;41.53848185;;;;;;;mg kg;3;Washed leaves;;0.2225;24.89359837;4.748738897;38.0769307;;;;;;;mg kg;3;branches;;;;;;;;;;;;;;;
